Quantity,Model No,Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price ,Suplier,image,Product clip,Currency
32,726435864,Asus,FX550IK-DM018T (FX-9830P/8GB/1TB/Radeon,Gaming,"15.6""",Full HD 1920x1080,AMD FX 9830P 3GHz,8GB,1TB HDD,AMD Radeon RX 560,Windows,10,2.45kg,699.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,526147263,Acer,Aspire 5,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Nvidia GeForce MX150,Windows,10,2.2kg,689.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,374514659,HP,Probook 430,Notebook,"13.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows,10,1.49kg,1197.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,589975210,Dell,Inspiron 7577,Gaming,"15.6""",Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1060,Windows,10,2.65kg,1195.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
7,479200174,Asus,Zenbook UX430UA,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.25kg,1049.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
13,833298791,Acer,Spin 5,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.5kg,847.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
23,617323264,Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.2kg,599.90 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/sm3yrf75,Euros
32,238904312,Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,256GB SSD,AMD Radeon R5 M430,Linux,,2.2kg,485.00 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/sm3yrf75,Euros
20,200240750,Asus,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,256GB SSD,Nvidia GeForce 920M,Windows,10,2kg,577.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,276522973,HP,Omen 15-ce007nv,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,12GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.62kg,1249.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,478909917,HP,15-bs017nv (i7-7500U/8GB/256GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon 530,Windows,10,1.91kg,719.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,409822221,HP,15-bw000nv (E2-9000e/4GB/500GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,AMD E-Series E2-9000e 1.5GHz,4GB,500GB HDD,AMD Radeon R2,Windows,10,2.1kg,349.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
13,932683915,Dell,Inspiron 3576,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,AMD Radeon 520,Linux,,2.2kg,647.00 ,flipcart,https://tinyurl.com/6t9y8nn3,https://tinyurl.com/sm3yrf75,Euros
23,959833535,HP,Envy 13-ad009n,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows,10,1.38kg,1119.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,445825659,Microsoft,Surface Laptop,Ultrabook,"13.5""",Touchscreen 2256x1504,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10 S,1.252kg,1340.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,942135502,HP,Pavilion 14-BK001nv,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.58kg,659.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
3,867602574,Lenovo,Ideapad 310-15ISK,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows,10,1.85kg,1246.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
5,565323729,Asus,UX430UQ-GV209R (i7-7500U/8GB/256GB/GeForce,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.3kg,1193.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,532418150,MSI,GP62M 7REX,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.2kg,1299.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
3,928694699,Lenovo,Thinkpad T470,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.58kg,1018.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
23,897138107,Asus,VivoBook S15,Ultrabook,"15.6""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce MX150,Windows,10,1.5kg,1262.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,560645750,Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows,10,1.23kg,1379.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
14,241463254,Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.37kg,2350.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
10,735453221,HP,Probook 440,Notebook,"14.0""",IPS Panel 1366x768,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows,10,1.63kg,722.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,856659449,Dell,XPS 13,Ultrabook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.21kg,1629.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
7,653393228,HP,Spectre x360,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.26kg,1398.99 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
13,613467324,HP,Probook 440,Notebook,"14.0""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel UHD Graphics 620,Windows,10,1.63kg,1084.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
23,688659082,Dell,Inspiron 7570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows,10,2.16kg,1130.33 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
32,726102651,Asus,X705UV-BX074T (i3-6006U/4GB/1TB/GeForce,Notebook,"17.3""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows,10,2kg,564.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,205821676,Asus,VivoBook S15,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,1.7kg,1118.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,695048871,Acer,Spin 3,Notebook,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.1kg,479.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,140201342,MSI,GS63VR 7RG,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows,10,1.8kg,2241.50 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
6,992590073,Lenovo,IdeaPad 320-15IKBN,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Nvidia GeForce 940MX,NoOS,,2.2kg,620.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
13,413706878,HP,Probook 470,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Nvidia GeForce 930MX ,Windows,10,2.5kg,1271.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
23,257799735,Acer,Aspire 3,Notebook,"15.6""",1366x768,AMD A9-Series 9420 3GHz,4GB,256GB SSD,AMD Radeon R5,Windows,10,2.1kg,451.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,211455171,HP,250 G6,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,500GB HDD,Intel HD Graphics 400,NoOS,,1.86kg,259.00 ,flipcart,https://tinyurl.com/72sczxm5,https://tinyurl.com/4e3ttnsm,Euros
20,749552484,HP,Probook 440,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows,10,1.63kg,812.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,979425833,Asus,E402WA-GA007T (E2-6110/4GB/64GB/W10,Notebook,"14.0""",1366x768,AMD E-Series 6110 1.5GHz,4GB,64GB SSD,AMD Radeon R2,Windows,10 S,1.65kg,277.99 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,231925620,Dell,Inspiron 5770,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,10,2.8kg,1396.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
7,792436811,HP,ProBook 470,Notebook,"17.3""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,2.5kg,928.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
13,299859552,Dell,Inspiron 5567,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,AMD Radeon R7 M445,Windows,10,2.36kg,638.99 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
23,491738711,Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon R5 M430,Windows,10,2.2kg,449.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
32,491971798,Acer,Swift 3,Ultrabook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.6kg,884.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,950864312,Acer,Aspire A515-51G-37JS,Notebook,"15.6""",Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,256GB SSD,Nvidia GeForce MX130,Windows,10,2.2kg,572.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,303960532,HP,15-BS078nr (i7-7500U/8GB/1TB/W10),Notebook,"15.6""",1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.05kg,598.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,311850943,HP,Probook 440,Notebook,"14.0""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.63kg,988.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
3,122872168,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,NoOS,,1.9kg,484.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
13,522058272,Asus,FX753VD-GC086T (i5-7300HQ/8GB/1TB,Gaming,"17.3""",Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,3kg,938.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
12,564127364,Lenovo,IdeaPad 320-15IKBN,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920MX,NoOS,,2.2kg,1219.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
32,343821901,HP,Envy 13-AD007nv,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,699.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,224889272,Acer,Aspire 5,Notebook,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4GB,1TB HDD,Nvidia GeForce MX130,Windows,10,3kg,655.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
14,528162917,Lenovo,ThinkPad E480,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows,10,1.75kg,1048.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
2,570302421,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050M,NoOS,,2.4kg,1243.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
7,636890011,Toshiba,Satellite Pro,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.1kg,602.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
13,540963281,HP,255 G6,Notebook,"15.6""",1366x768,AMD A6-Series 9220 2.5GHz,4GB,256GB SSD,AMD Radeon R4 Graphics,Windows,10,1.86kg,369.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
23,388061206,Asus,ZenBook UX430UA,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.25kg,1099.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,579492753,HP,EliteBook Folio,Ultrabook,"12.5""",IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core M 6Y75 1.2GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows,10,0.97kg,2014.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,476643249,Asus,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,"15.6""",Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows,10,2kg,344.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,614811284,MSI,GE72MVR 7RG,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows,10,2.9kg,2029.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,828200620,Acer,Aspire A315-51,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows,10,2.1kg,447.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,520017924,Dell,Inspiron 5577,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.56kg,1249.26 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
13,727298923,Dell,Inspiron 7567,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB Hybrid,Nvidia GeForce GTX 1050,Windows,10,2.62kg,899.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
13,608095077,Lenovo,V110-15IKB (i5-7200U/4GB/128GB/W10),Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.9kg,2306.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
32,318560257,MSI,GE73VR 7RE,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.8kg,1890.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,411101537,HP,EliteBook 840,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i5 7500U 2.7GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.48kg,1082.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,961962994,HP,15-BS103nv (i5-8250U/6GB/256GB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,6GB,256GB SSD,AMD Radeon 520,Windows,10,1.91kg,619.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
4,429081525,Lenovo,Yoga 520-14IKB,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.74kg,1360.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
7,938387376,Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.1kg,1315.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
13,533653297,Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.56kg,1049.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
23,195497910,Toshiba,Satellite Pro,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2.2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.1kg,447.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,600962102,Asus,X555BP-XX180T (A9-9420/4GB/1TB/Radeon,Notebook,"15.6""",1366x768,AMD A9-Series 9420 3GHz,4GB,1TB HDD,AMD Radeon R5 M420,Windows,10,2.03kg,403.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,907688665,Acer,Aspire A517-51G,Notebook,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Nvidia GeForce MX150,Windows,10,3kg,805.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,532619341,Dell,Inspiron 3576,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 520,Windows,10,2.13kg,728.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
13,386968848,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD,Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,1053.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
7,218594950,Acer,Aspire A315-31,Notebook,"15.6""",1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Windows,10,2.1kg,348.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
13,396274670,MSI,GE63VR 7RE,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.4kg,1799.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
23,267224951,Acer,Aspire 3,Notebook,"15.6""",1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Intel HD Graphics 505,Windows,10,2.1kg,363.51 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,541083634,Dell,Inspiron 5577,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.56kg,1060.49 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
20,332971937,Acer,Aspire A517-51G,Notebook,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows,10,3kg,854.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
10,454791124,HP,ProBook 430,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows,10,1.49kg,754.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,447252383,Huawei,MateBook X,Ultrabook,"13.0""",IPS Panel Full HD 2160x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,1349.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
7,534247162,HP,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,6GB,2TB HDD,AMD Radeon 520,Windows,10,2.71kg,699.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
2,875323122,Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",1366x768,AMD A6-Series 9220 2.9GHz,4GB,500GB HDD,AMD Radeon R4 Graphics,NoOS,,2.2kg,1654.00 ,Lenovo,https://tinyurl.com/72sczxm5,https://tinyurl.com/2adn2f8e,Euros
23,526007558,Toshiba,Satellite Pro,Notebook,"15.6""",1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2kg,489.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
32,127789760,HP,ProBook 470,Notebook,"17.3""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.5kg,923.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
20,943478173,Dell,Inspiron 3567,Notebook,"15.6""",1366x768,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.3kg,459.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/sm3yrf75,Euros
10,194741658,Acer,Aspire A315-51,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,2.1kg,449.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
5,963336362,MSI,GT80S 6QF-074US,Gaming,"18.4""",Full HD 1920x1080,Intel Core i7 6920HQ 2.9GHz,32GB,512GB SSD +  1TB HDD,Nvidia GTX 980 SLI,Windows,10,4.4kg,2799.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
15,309699717,Lenovo,V310-15IKB (i5-7200U/8GB/1TB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,128GB SSD +  1TB HDD,AMD R17M-M1-70,Windows,10,1.90kg,2801.00 ,Lenovo,https://tinyurl.com/s3km5c43,https://tinyurl.com/2adn2f8e,Euros
13,606317192,HP,Spectre x360,2 in 1 Convertible,"13.3""",IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.29kg,1499.00 ,flipcart,https://tinyurl.com/s3km5c43,https://tinyurl.com/4e3ttnsm,Euros
